Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
pima-withheaders,5,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.3496143958868894,0.29442235150938945,0.4455453801379831,64.71421962718834,93.37138480901444,71.96830017538234,70.58121022745443,1.3870899479279046,0.9346532490309395,0.9166390938630447,0.018014155167894865,24.092551185322108,0.3128902751340534,33.47661557464889,0.5925925925925926,16.0,0.24,12.0,0.76,38.0,0.4074074074074074,11.0,0.5714285714285714,0.5925925925925926,0.5818181818181818,0.349754259914075,0.8133333333333334,0.641926180374564,0.7012987012987013,0.3487061087061087,0.6512938912938913,0.2987012987012987,0.7039491121123773,0.7012987012987013,0.702505575232848,0.349754259914075,0.8133333333333334,0.8146758367308116,0.6747474747474747,0.7012987012987013,0.001,0.0,5.79E-4,1.65E-4,0.579,0.165,3627.0,71476.0,9462.0,94.8051948051948,77.92207792207792,?
pima-withheaders,5,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,65.0,12.0,0.0,84.41558441558442,15.584415584415584,0.0,0.6577777777777777,0.2114404280662464,0.3577908652803489,46.474740215195304,74.98097848729931,71.96830017538234,77.11064421223001,-5.142344036847675,0.9346532490309395,1.001436937821169,-0.06678368879022954,39.345998412468745,0.510986992369724,54.67129043840824,0.7777777777777778,21.0,0.12,6.0,0.88,44.0,0.2222222222222222,6.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6577777777777778,0.8837037037037037,0.7257290653891586,0.8441558441558441,0.18637806637806636,0.8136219336219337,0.15584415584415584,0.8441558441558441,0.8441558441558441,0.8441558441558441,0.6577777777777778,0.8837037037037035,0.8653536234954061,0.8288888888888889,0.8441558441558441,0.001,0.0,5.78E-4,1.47E-4,0.578,0.147,3627.0,71476.0,9462.0,97.40259740259741,79.87012987012987,?
pima-withheaders,5,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.3504601226993866,0.28343115591182333,0.4305138977501603,62.29834786263043,90.22128969221922,71.96830017538234,70.53227020587337,1.436029969508965,0.9346532490309395,0.9160035091671866,0.018649739863752793,26.029142694538923,0.3380408142147912,36.16751073890518,0.5185185185185185,14.0,0.18,9.0,0.82,41.0,0.48148148148148145,13.0,0.6086956521739131,0.5185185185185185,0.5599999999999999,0.3529299526817895,0.794074074074074,0.7085438336205679,0.7142857142857143,0.37576719576719575,0.6242328042328043,0.2857142857142857,0.7064642282033586,0.7142857142857143,0.7083516483516483,0.3529299526817895,0.794074074074074,0.8137548570937845,0.6742307692307692,0.7142857142857143,0.0,0.0,6.11E-4,1.5E-4,0.611,0.15,3627.0,71476.0,9462.0,94.8051948051948,77.92207792207792,?
pima-withheaders,5,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.46272493573264784,0.28414719208729594,0.42909961374071576,62.45573306821347,89.92490314583829,71.96830017538234,65.35239057451817,6.615909600864171,0.9346532490309395,0.8487323451236126,0.0859209039073269,27.079412325412697,0.3516806795508142,37.62686107553162,0.6666666666666666,18.0,0.2,10.0,0.8,40.0,0.3333333333333333,9.0,0.6428571428571429,0.6666666666666666,0.6545454545454545,0.4629100498862757,0.7948148148148149,0.7063885693476407,0.7532467532467533,0.28658008658008655,0.7134199134199134,0.24675324675324675,0.755499602438378,0.7532467532467533,0.754243736061918,0.46291004988627565,0.7948148148148149,0.8095852065966046,0.7313131313131314,0.7532467532467533,0.0,0.0,5.729999999999999E-4,1.47E-4,0.573,0.147,3627.0,71476.0,9462.0,97.40259740259741,84.41558441558442,?
pima-withheaders,5,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,64.0,13.0,0.0,83.11688311688312,16.883116883116884,0.0,0.6127659574468087,0.23495058978419178,0.37997804302884947,51.642288674359456,79.63066761826877,71.96830017538234,54.260402193976184,17.707897981406155,0.9346532490309395,0.7046805479737167,0.2299727010572228,34.87484428560634,0.45292005565722526,48.45861886499818,0.6666666666666666,18.0,0.08,4.0,0.92,46.0,0.3333333333333333,9.0,0.8181818181818182,0.6666666666666666,0.7346938775510203,0.6196773353931867,0.8814814814814815,0.7668582394966623,0.8311688311688312,0.24450216450216447,0.7554978354978354,0.16883116883116883,0.8299881936245572,0.8311688311688312,0.8265747857584592,0.6196773353931867,0.8814814814814814,0.8799393172819133,0.8054421768707483,0.8311688311688312,0.0,0.0,5.78E-4,1.48E-4,0.578,0.148,3627.0,71476.0,9462.0,97.40259740259741,75.97402597402598,?
pima-withheaders,5,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.36313509255612453,0.30969743425475404,0.4545249367681221,68.0716925042959,95.25319904142188,71.96830017538234,295.49793117727336,-223.529631001891,0.9346532490309395,3.837635469834719,-2.9029822208037794,21.927816400859317,0.28477683637479634,30.46871518074287,0.48148148148148145,13.0,0.14,7.0,0.86,43.0,0.5185185185185185,14.0,0.65,0.48148148148148145,0.553191489361702,0.3716050570007949,0.7674074074074074,0.5889885935180977,0.7272727272727273,0.3857912457912458,0.6142087542087542,0.2727272727272727,0.7177830940988836,0.7272727272727273,0.7158842350729407,0.3716050570007949,0.7674074074074074,0.7483829109342398,0.6784649035593557,0.7272727272727273,0.0,0.0,5.639999999999999E-4,1.47E-4,0.564,0.147,3627.0,71476.0,9462.0,94.8051948051948,80.51948051948052,?
pima-withheaders,5,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,692.0,76.0,51.0,25.0,0.0,67.10526315789474,32.89473684210526,0.0,0.26242236024844706,0.3382935111674237,0.4806269661828696,74.73175135288395,101.29493047547558,70.45387453942844,77.50786879094736,-7.053994251518915,0.9270246649924795,1.0198403788282546,-0.09281571383577521,15.951710328451433,0.20989092537436096,22.64135284642763,0.5,13.0,0.24,12.0,0.76,38.0,0.5,13.0,0.52,0.5,0.5098039215686274,0.26253664543464866,0.7476923076923077,0.6227577530552327,0.6710526315789473,0.4110526315789474,0.5889473684210527,0.32894736842105265,0.6680908152734779,0.6710526315789473,0.669456109697657,0.2625366454346486,0.7476923076923075,0.7816297503592096,0.63113958454669,0.6710526315789473,0.001,0.0,5.719999999999999E-4,1.46E-4,0.572,0.146,3627.0,71577.0,9361.0,94.73684210526316,80.26315789473684,?
pima-withheaders,5,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,692.0,76.0,54.0,22.0,0.0,71.05263157894737,28.94736842105263,0.0,0.30564784053156147,0.34495074198650627,0.47523269433170656,76.20238706373037,100.15805628701926,70.45387453942844,79.32362271577254,-8.869748176344103,0.9270246649924795,1.0437318778391125,-0.11670721284663294,15.814088926474458,0.2080801174536113,22.446017383507193,0.4230769230769231,11.0,0.14,7.0,0.86,43.0,0.5769230769230769,15.0,0.6111111111111112,0.4230769230769231,0.5,0.31588273760975755,0.7161538461538461,0.5455404024154747,0.7105263157894737,0.4274493927125505,0.5725506072874493,0.2894736842105263,0.6968138737648719,0.7105263157894737,0.6949317738791423,0.31588273760975755,0.7161538461538463,0.7414290968817553,0.6481481481481481,0.7105263157894737,0.001,0.0,5.74E-4,1.4399999999999998E-4,0.574,0.144,3627.0,71577.0,9361.0,94.73684210526316,85.52631578947368,?
pima-withheaders,6,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.4237888932650651,0.2804414112619948,0.4379614341644268,61.641200092067926,91.7820438138314,71.96830017538248,76.09488451894505,-4.12658434356257,0.9346532490309413,0.9882452534927929,-0.053592004461851556,26.9067937968588,0.3494388804786857,37.38700751759947,0.5185185185185185,14.0,0.12,6.0,0.88,44.0,0.48148148148148145,13.0,0.7,0.5185185185185185,0.5957446808510639,0.4336735806213181,0.7881481481481482,0.6542755597906015,0.7532467532467533,0.35472823472823467,0.6452717652717653,0.24675324675324675,0.7467076782866255,0.7532467532467533,0.7429428793517082,0.4336735806213181,0.7881481481481482,0.790031732903075,0.70908729369656,0.7532467532467533,0.001,0.0,5.78E-4,1.48E-4,0.578,0.148,3627.0,71476.0,9462.0,93.50649350649351,77.92207792207792,?
pima-withheaders,6,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.39078087375301,0.3034813255775475,0.4483494080578164,66.70538787388698,93.95901511916799,71.96830017538248,80.23016284629846,-8.261862670915974,0.9346532490309413,1.0419501668350448,-0.10729691780410357,23.02772861339109,0.29906141056352065,31.997043916938267,0.7407407407407407,20.0,0.32,16.0,0.68,34.0,0.25925925925925924,7.0,0.5555555555555556,0.7407407407407407,0.634920634920635,0.4023817477999735,0.7948148148148149,0.6217586579248323,0.7012987012987013,0.28055796055796056,0.7194420394420394,0.2987012987012987,0.7332910991447577,0.7012987012987013,0.7078635650064223,0.4023817477999735,0.7948148148148149,0.7987820350907227,0.6910866910866912,0.7012987012987013,0.001,0.0,6.09E-4,1.62E-4,0.609,0.162,3627.0,71476.0,9462.0,92.20779220779221,79.87012987012987,?
pima-withheaders,6,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,49.0,28.0,0.0,63.63636363636363,36.36363636363637,0.0,0.15846994535519118,0.3621738765548268,0.506173788848899,79.60604781003481,106.07706807376279,71.96830017538248,280.5354370200908,-208.56713684470833,0.9346532490309413,3.643317363897283,-2.708664114866342,12.423286300505982,0.1613413805260517,17.26216441159673,0.37037037037037035,10.0,0.22,11.0,0.78,39.0,0.6296296296296297,17.0,0.47619047619047616,0.37037037037037035,0.4166666666666667,0.16111111111111112,0.6888888888888889,0.5435427423132033,0.6363636363636364,0.485993265993266,0.514006734006734,0.36363636363636365,0.6192022263450834,0.6363636363636364,0.6239279588336192,0.1611111111111111,0.6888888888888889,0.7072218890823833,0.5762578616352202,0.6363636363636364,0.001,0.0,5.83E-4,1.55E-4,0.583,0.155,3627.0,71476.0,9462.0,96.1038961038961,82.46753246753246,?
pima-withheaders,6,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,61.0,16.0,0.0,79.22077922077922,20.77922077922078,0.0,0.5513474144209761,0.23687515502522508,0.3494354976231244,52.065309335177574,73.22997335174632,71.96830017538248,40.85330135430894,31.11499882107354,0.9346532490309413,0.5305623552507654,0.4040908937801759,34.58740361812865,0.4491870599756967,48.059219870194504,0.7407407407407407,20.0,0.18,9.0,0.82,41.0,0.25925925925925924,7.0,0.6896551724137931,0.7407407407407407,0.7142857142857143,0.5522164981933888,0.9022222222222223,0.8773039221969519,0.7922077922077922,0.23146705146705143,0.7685329485329485,0.2077922077922078,0.7964808180325421,0.7922077922077922,0.7937980386959977,0.5522164981933888,0.9022222222222223,0.9199923890921371,0.7755102040816326,0.7922077922077922,0.001,0.0,5.719999999999999E-4,1.52E-4,0.572,0.152,3627.0,71476.0,9462.0,100.0,82.46753246753246,?
pima-withheaders,6,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,62.0,15.0,0.0,80.51948051948052,19.48051948051948,0.0,0.5450964946829462,0.24511967276557026,0.37288483511171144,53.87745956437624,78.14416887877711,71.96830017538248,45.93264813799859,26.03565203738389,0.9346532490309413,0.5965278978960856,0.3381253511348557,33.16026099355546,0.43065274017604493,46.0762042631907,0.5925925925925926,16.0,0.08,4.0,0.92,46.0,0.4074074074074074,11.0,0.8,0.5925925925925926,0.6808510638297872,0.5578106278623646,0.8874074074074074,0.8013882380113878,0.8051948051948052,0.2926022126022126,0.7073977873977874,0.19480519480519481,0.8045568466621098,0.8051948051948052,0.7970601679092433,0.5578106278623646,0.8874074074074074,0.8941442641208455,0.7703320739709684,0.8051948051948052,0.001,0.0,5.719999999999999E-4,1.5E-4,0.572,0.15,3627.0,71476.0,9462.0,98.7012987012987,80.51948051948052,?
pima-withheaders,6,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.4936170212765959,0.26593561324746745,0.40056060369150603,58.452816486790525,83.94408276667095,71.96830017538248,79.66173080103117,-7.693430625648688,0.9346532490309413,1.0345679324809243,-0.09991468344998296,30.250225154330057,0.3928600669393514,42.032707567932064,0.5925925925925926,16.0,0.12,6.0,0.88,44.0,0.4074074074074074,11.0,0.7272727272727273,0.5925925925925926,0.6530612244897959,0.49918452017784487,0.8562962962962963,0.6758886272806343,0.7792207792207793,0.3066281866281866,0.6933718133718133,0.22077922077922077,0.7744982290436836,0.7792207792207793,0.7732131813764467,0.4991845201778449,0.8562962962962963,0.8381627213990129,0.745578231292517,0.7792207792207793,0.0,0.001,5.7E-4,1.5E-4,0.57,0.15,3627.0,71476.0,9462.0,94.8051948051948,80.51948051948052,?
pima-withheaders,6,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.2914110429447853,0.30960654509438407,0.4665633135240708,68.05171500919165,97.77603949418892,71.96830017538248,76.16595221783695,-4.1976520424544645,0.9346532490309413,0.989168210621259,-0.05451496159031772,21.292634479237872,0.27652772050958274,29.586129486661466,0.48148148148148145,13.0,0.2,10.0,0.8,40.0,0.5185185185185185,14.0,0.5652173913043478,0.48148148148148145,0.52,0.29346473089514225,0.7888888888888889,0.6226065286097735,0.6883116883116883,0.40683020683020676,0.5931697931697931,0.3116883116883117,0.6791935922370705,0.6883116883116883,0.6818381618381618,0.29346473089514225,0.7888888888888889,0.7980644894169816,0.6446153846153846,0.6883116883116883,0.0,0.0,5.69E-4,1.49E-4,0.569,0.149,3627.0,71476.0,9462.0,96.1038961038961,80.51948051948052,?
pima-withheaders,6,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,64.0,13.0,0.0,83.11688311688312,16.883116883116884,0.0,0.619536297985557,0.21815500121369405,0.35522169192928715,47.95060765236211,74.44256582655356,71.96830017538248,46.91616945225957,25.052130723122914,0.9346532490309413,0.609300901977397,0.3253523470535443,38.275554375990275,0.4970851217661075,53.18390775204502,0.7037037037037037,19.0,0.1,5.0,0.9,45.0,0.2962962962962963,8.0,0.7916666666666666,0.7037037037037037,0.7450980392156864,0.6219381089898975,0.8985185185185185,0.82648409960751,0.8311688311688312,0.22746512746512743,0.7725348725348725,0.16883116883116883,0.8289328595932369,0.8311688311688312,0.8286619148983513,0.6219381089898975,0.8985185185185184,0.9042134751808413,0.8094422234913383,0.8311688311688312,0.0,0.0,5.679999999999999E-4,1.54E-4,0.568,0.154,3627.0,71476.0,9462.0,96.1038961038961,77.92207792207792,?
pima-withheaders,6,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,692.0,76.0,59.0,17.0,0.0,77.63157894736842,22.36842105263158,0.0,0.5076219512195121,0.27721101267344533,0.4211492687957361,61.238137261049744,88.75965957813116,70.45387453942848,301.77323564677505,-231.31936110734657,0.92702466499248,3.970700469036514,-3.043675804044034,27.379544355070763,0.3602571625667206,38.86165882864,0.6923076923076923,18.0,0.18,9.0,0.82,41.0,0.3076923076923077,8.0,0.6666666666666666,0.6923076923076923,0.6792452830188679,0.507835002067562,0.7992307692307692,0.6457795273453307,0.7763157894736842,0.26400809716599194,0.7359919028340081,0.2236842105263158,0.7785535266738275,0.7763157894736842,0.7772962996398944,0.5078350020675619,0.7992307692307691,0.7910424666055735,0.753764055650848,0.7763157894736842,0.0,0.0,5.759999999999999E-4,1.4399999999999998E-4,0.576,0.144,3627.0,71577.0,9361.0,92.10526315789474,80.26315789473684,?
pima-withheaders,6,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,692.0,76.0,53.0,23.0,0.0,69.73684210526316,30.263157894736842,0.0,0.333841463414634,0.34569758941203244,0.4943924108255466,76.36737165332671,104.19607805177166,70.45387453942848,83.11510056700212,-12.661226027573633,0.92702466499248,1.0936197443026594,-0.1665950793101794,15.127587045112294,0.19904719796200387,21.471618337535663,0.5769230769230769,15.0,0.24,12.0,0.76,38.0,0.4230769230769231,11.0,0.5555555555555556,0.5769230769230769,0.5660377358490566,0.3339815779363246,0.7346153846153847,0.6056293799980542,0.6973684210526315,0.3604453441295547,0.6395546558704454,0.3026315789473684,0.7002625611648168,0.6973684210526315,0.6986949936304455,0.3339815779363246,0.7346153846153847,0.7753939594091899,0.6668572517629121,0.6973684210526315,0.001,0.0,5.769999999999999E-4,1.47E-4,0.577,0.147,3627.0,71577.0,9361.0,94.73684210526316,80.26315789473684,?
pima-withheaders,7,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.39596563317146066,0.3034116421162155,0.43334107143959283,66.69007140488266,90.81377058024049,71.96830017538234,63.420844547272665,8.547455628109674,0.9346532490309395,0.8236473317827618,0.11100591724817759,23.57984565129843,0.3062317617051744,32.764210900960265,0.5925925925925926,16.0,0.2,10.0,0.8,40.0,0.4074074074074074,11.0,0.6153846153846154,0.5925925925925926,0.6037735849056604,0.3961295342422729,0.8051851851851852,0.7009572681778136,0.7272727272727273,0.3346801346801347,0.6653198653198653,0.2727272727272727,0.7250788427259015,0.7272727272727273,0.7260499634869146,0.3961295342422728,0.8051851851851852,0.8271130184114828,0.6979263964132262,0.7272727272727273,0.001,0.0,5.83E-4,1.52E-4,0.583,0.152,3627.0,71476.0,9462.0,96.1038961038961,81.81818181818181,?
pima-withheaders,7,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.383102694828842,0.28417446901233423,0.4308412037042966,62.46172855363987,90.28988205465036,71.96830017538234,248.87320322079378,-176.90490304541146,0.9346532490309395,3.232119522347971,-2.297466273317032,25.833720632739514,0.3355028653602534,35.89597165666594,0.6296296296296297,17.0,0.24,12.0,0.76,38.0,0.37037037037037035,10.0,0.5862068965517241,0.6296296296296297,0.6071428571428571,0.3837065760234115,0.8214814814814815,0.7249865158591048,0.7142857142857143,0.32465608465608464,0.6753439153439152,0.2857142857142857,0.7196223316912971,0.7142857142857143,0.7164723032069972,0.38370657602341157,0.8214814814814815,0.813639490506715,0.6913265306122449,0.7142857142857143,0.001,0.0,5.96E-4,1.56E-4,0.596,0.156,3627.0,71476.0,9462.0,96.1038961038961,79.87012987012987,?
pima-withheaders,7,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.39596563317146066,0.29070146259307783,0.4411743854331499,63.89636588305479,92.45537075797264,71.96830017538234,79.12335199516072,-7.155051819778379,0.9346532490309395,1.027575999937152,-0.09292275090621271,25.028210768036054,0.3250416982861825,34.77671517465862,0.5925925925925926,16.0,0.2,10.0,0.8,40.0,0.4074074074074074,11.0,0.6153846153846154,0.5925925925925926,0.6037735849056604,0.3961295342422729,0.8051851851851852,0.6014366687837159,0.7272727272727273,0.3346801346801347,0.6653198653198653,0.2727272727272727,0.7250788427259015,0.7272727272727273,0.7260499634869146,0.3961295342422728,0.8051851851851852,0.7984857234839909,0.6979263964132262,0.7272727272727273,0.001,0.0,8.449999999999999E-4,1.95E-4,0.845,0.195,3627.0,71476.0,9462.0,96.1038961038961,76.62337662337663,?
pima-withheaders,7,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.3854047890535918,0.3198756240157651,0.4693991645611196,70.3088650702526,98.37033886355805,71.96830017538234,85.33491716108709,-13.366616985704752,0.9346532490309395,1.1082456774167155,-0.173592428385776,20.36976882702167,0.2645424522989827,28.303807061417025,0.5555555555555556,15.0,0.18,9.0,0.82,41.0,0.4444444444444444,12.0,0.625,0.5555555555555556,0.5882352941176471,0.3868989217888074,0.7562962962962962,0.6285067241270339,0.7272727272727273,0.3517171717171717,0.6482828282828282,0.2727272727272727,0.7214837049742711,0.7272727272727273,0.7232230932973366,0.3868989217888074,0.7562962962962962,0.7840054671706097,0.6921758994860081,0.7272727272727273,0.0,0.0,5.809999999999999E-4,1.5099999999999998E-4,0.581,0.151,3627.0,71476.0,9462.0,93.50649350649351,79.22077922077922,?
pima-withheaders,7,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,62.0,15.0,0.0,80.51948051948052,19.48051948051948,0.0,0.5610034207525657,0.2572898500813489,0.4027728834080246,56.55247225847859,84.40770247843245,71.96830017538234,62.95062613671825,9.01767403866409,0.9346532490309395,0.817540599178159,0.11711264985278039,31.241537401075327,0.40573425196201723,43.41013658088577,0.6666666666666666,18.0,0.12,6.0,0.88,44.0,0.3333333333333333,9.0,0.75,0.6666666666666666,0.7058823529411765,0.563178312189625,0.8540740740740741,0.7462751069442927,0.8051948051948052,0.2585281385281385,0.7414718614718615,0.19480519480519481,0.8020705709384955,0.8051948051948052,0.8023022094980975,0.563178312189625,0.854074074074074,0.862076151127126,0.7801256424900057,0.8051948051948052,0.0,0.0,5.729999999999999E-4,1.49E-4,0.573,0.149,3627.0,71476.0,9462.0,97.40259740259741,78.57142857142857,?
pima-withheaders,7,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.32687191182060055,0.3324673695290003,0.4808699457111542,73.07653872157584,100.77423029317667,71.96830017538234,341.15776886306344,-269.1894686876811,0.9346532490309395,4.430620374844979,-3.49596712581404,18.130589266529824,0.2354621982666211,25.192465602698256,0.5185185185185185,14.0,0.2,10.0,0.8,40.0,0.48148148148148145,13.0,0.5833333333333334,0.5185185185185185,0.5490196078431373,0.32813912498853487,0.7422222222222222,0.5536038267829912,0.7012987012987013,0.3827801827801828,0.6172198172198172,0.2987012987012987,0.6946214163195296,0.7012987012987013,0.6968633878970829,0.32813912498853487,0.7422222222222222,0.7535986373336284,0.6628593184846755,0.7012987012987013,0.0,0.0,5.759999999999999E-4,1.5E-4,0.576,0.15,3627.0,71476.0,9462.0,93.50649350649351,81.16883116883118,?
pima-withheaders,7,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.4340425531914895,0.2754151883819554,0.4042350222525072,60.536433114674416,84.7141177949825,71.96830017538234,53.028761745763525,18.939538429618814,0.9346532490309395,0.6886852174774484,0.2459680315534911,28.064353234363153,0.3644721199267942,38.99543711046675,0.5555555555555556,15.0,0.14,7.0,0.86,43.0,0.4444444444444444,12.0,0.6818181818181818,0.5555555555555556,0.6122448979591836,0.43893811257017395,0.8496296296296296,0.7276477331933427,0.7532467532467533,0.3376911976911977,0.6623088023088023,0.24675324675324675,0.7467532467532467,0.7532467532467533,0.7465323791854402,0.43893811257017395,0.8496296296296296,0.856160133900515,0.7156462585034014,0.7532467532467533,0.0,0.0,5.729999999999999E-4,1.4399999999999998E-4,0.573,0.144,3627.0,71476.0,9462.0,100.0,81.81818181818181,?
pima-withheaders,7,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,59.0,18.0,0.0,76.62337662337663,23.376623376623378,0.0,0.4777694046721929,0.2686735527603013,0.41906436190607027,59.05461732851022,87.82185056695648,71.96830017538234,65.24003466886141,6.728265506520927,0.9346532490309395,0.8472731775176807,0.08738007151325879,29.208001295163715,0.3793246921449833,40.584536836337115,0.6296296296296297,17.0,0.16,8.0,0.84,42.0,0.37037037037037035,10.0,0.68,0.6296296296296297,0.6538461538461539,0.4785757597651158,0.8237037037037037,0.7096296329170861,0.7662337662337663,0.2966041366041366,0.7033958633958634,0.23376623376623376,0.7629170829170829,0.7662337662337663,0.7640300875594993,0.4785757597651158,0.8237037037037037,0.8247825112596837,0.7386877828054299,0.7662337662337663,0.001,0.0,5.7E-4,1.45E-4,0.57,0.145,3627.0,71476.0,9462.0,97.40259740259741,82.46753246753246,?
pima-withheaders,7,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,692.0,76.0,54.0,22.0,0.0,71.05263157894737,28.94736842105263,0.0,0.3322683706070287,0.2942222109402238,0.44292116382077745,64.99604746955582,93.3482131717758,70.45387453942844,68.80626559412192,1.6476089453065157,0.9270246649924795,0.905345599922657,0.021679065069822576,23.384190012313727,0.3076867106883385,33.190779307995506,0.5,13.0,0.18,9.0,0.82,41.0,0.5,13.0,0.5909090909090909,0.5,0.5416666666666667,0.3347444877124522,0.79,0.6919102417274479,0.7105263157894737,0.39052631578947367,0.6094736842105263,0.2894736842105263,0.7016657806131491,0.7105263157894737,0.704031713900135,0.3347444877124522,0.79,0.8031826403684506,0.6650641025641026,0.7105263157894737,0.001,0.0,5.899999999999999E-4,1.62E-4,0.59,0.162,3627.0,71577.0,9361.0,94.73684210526316,79.60526315789474,?
